2020-03-30 02:13:35.554400 {"type":"join","timestamp":1585534415.5543513,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"beko","nickname":"beko","username":"~beko","name":"Bernd Kosmahl","photo":"https:\/\/beko.famkos.net\/wp-content\/uploads\/2019\/05\/photo_2017-10-20_11-57-42-40x40.jpg","url":"http:\/\/beko.famkos.net","tz":"Europe\/Berlin","host":"tripskip.maxr.org"},"content":null,"modes":[]}
2020-03-30 13:19:35.471900 {"type":"join","timestamp":1585574375.4718952,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"GiyomuDiscord[m]","nickname":"GiyomuDiscord[m]","username":"disco7066","name":"@_discord_161201362930106368:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kfbtqfhgpsehvqit"},"content":null,"modes":[]}
2020-03-30 13:19:41.396500 {"type":"join","timestamp":1585574381.3964798,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JordanKrageDisco","nickname":"JordanKrageDisco","username":"disco7019","name":"@_discord_252075852001443840:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gbexnbqsmzuziaop"},"content":null,"modes":[]}
2020-03-30 13:19:41.959400 {"type":"join","timestamp":1585574381.9593594,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"kerlanTDiscord[m","nickname":"kerlanTDiscord[m","username":"disco8565","name":"@_discord_311182995409338372:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oliayjyewswkgvib"},"content":null,"modes":[]}
2020-03-30 13:19:42.235300 {"type":"join","timestamp":1585574382.2353032,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"cyluDiscord[m]","nickname":"cyluDiscord[m]","username":"disco7073","name":"@_discord_405241194696671233:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pmoombwturtqswbe"},"content":null,"modes":[]}
2020-03-30 13:19:42.327300 {"type":"join","timestamp":1585574382.327293,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"wngrDiscord[m]","nickname":"wngrDiscord[m]","username":"disco7291","name":"@_discord_609307528400207873:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pvyuwhfaraevlluj"},"content":null,"modes":[]}
2020-03-30 13:19:43.390000 {"type":"join","timestamp":1585574383.3899927,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"zoink92Discord[m","nickname":"zoink92Discord[m","username":"disco7136","name":"@_discord_180376535742545922:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cghtzefrtosoyjau"},"content":null,"modes":[]}
2020-03-30 13:19:43.915600 {"type":"join","timestamp":1585574383.9155998,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"UsDiscord[m]1","nickname":"UsDiscord[m]1","username":"disco7234","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fsalluvxbxylnnph"},"content":null,"modes":[]}
2020-03-30 13:19:49.607800 {"type":"join","timestamp":1585574389.607824,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Discord[m]2","nickname":"Discord[m]2","username":"disco9073","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-eghrnkxhcqfuicjh"},"content":null,"modes":[]}
2020-03-30 13:19:53.107000 {"type":"join","timestamp":1585574393.106987,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"snoopdoggydogDis","nickname":"snoopdoggydogDis","username":"disco7816","name":"@_discord_454803159357980672:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pttxahlvhqjpvnke"},"content":null,"modes":[]}
2020-03-30 13:19:53.112600 {"type":"join","timestamp":1585574393.1126432,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"TryptophanDiscor","nickname":"TryptophanDiscor","username":"disco7155","name":"@_discord_105033507180417024:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-seyqpfaxrnmsudsm"},"content":null,"modes":[]}
2020-03-30 13:19:53.515800 {"type":"join","timestamp":1585574393.5157773,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ianlopshireDisco","nickname":"ianlopshireDisco","username":"disco9370","name":"@_discord_665247055379431434:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wupfwuudlfgnsmje"},"content":null,"modes":[]}
2020-03-30 13:19:53.764900 {"type":"join","timestamp":1585574393.7648616,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sander[m]","nickname":"sander[m]","username":"disco6262","name":"@_discord_415955810393522187:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tzwrhcdoerjbcmgw"},"content":null,"modes":[]}
2020-03-30 13:20:09.589200 {"type":"join","timestamp":1585574409.5892432,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"FusonDiscord[m]","nickname":"FusonDiscord[m]","username":"disco8223","name":"@_discord_254919107877666819:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mflafcphyozteuks"},"content":null,"modes":[]}
2020-03-30 13:20:18.773800 {"type":"join","timestamp":1585574418.7737508,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"efnDiscord[m]","nickname":"efnDiscord[m]","username":"disco8505","name":"@_discord_476696788376748053:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nbjriosmvehkukqi"},"content":null,"modes":[]}
2020-03-30 13:20:19.818100 {"type":"join","timestamp":1585574419.8180625,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ShadowLingDiscor","nickname":"ShadowLingDiscor","username":"disco7130","name":"@_discord_171295643124498435:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zcjanxmjbrdikcfq"},"content":null,"modes":[]}
2020-03-30 13:20:24.711200 {"type":"join","timestamp":1585574424.7112355,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"kppDiscord[m]","nickname":"kppDiscord[m]","username":"disco8321","name":"@_discord_636355480347738122:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-swnfeksrrlwkzpuq"},"content":null,"modes":[]}
2020-03-30 13:20:30.703100 {"type":"join","timestamp":1585574430.703066,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"virtual_vagrantD","nickname":"virtual_vagrantD","username":"disco9794","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bbnnovksgbigupyg"},"content":null,"modes":[]}
2020-03-30 13:20:32.373300 {"type":"join","timestamp":1585574432.3732843,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"raisDiscord[m]","nickname":"raisDiscord[m]","username":"disco8319","name":"@_discord_337797467913322507:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pvvuqfdmkikyrrcq"},"content":null,"modes":[]}
2020-03-30 13:20:34.922200 {"type":"join","timestamp":1585574434.9221797,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Elijah3321[m]","nickname":"Elijah3321[m]","username":"disco8851","name":"@_discord_604280072513388544:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-knqnrnefifpanetu"},"content":null,"modes":[]}
2020-03-30 13:20:42.961100 {"type":"join","timestamp":1585574442.961094,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"nyarlathotepDis4","nickname":"nyarlathotepDis4","username":"disco7163","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ytrtgtokucthxbqs"},"content":null,"modes":[]}
2020-03-30 13:20:45.228000 {"type":"join","timestamp":1585574445.2280166,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"gorhgorh[m]","nickname":"gorhgorh[m]","username":"disco6371","name":"@_discord_103434820591304704:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-twycuabcayqkpzgz"},"content":null,"modes":[]}
2020-03-30 13:20:45.229100 {"type":"join","timestamp":1585574445.2291002,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"DigitalOilDiscor","nickname":"DigitalOilDiscor","username":"disco9412","name":"@_discord_376505871703867392:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vogpjycwiaxmhpgw"},"content":null,"modes":[]}
2020-03-30 13:21:06.124500 {"type":"join","timestamp":1585574466.1245065,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"solanavDiscord[m","nickname":"solanavDiscord[m","username":"disco9362","name":"@_discord_203953133636812801:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xpftrzzmsjavaqni"},"content":null,"modes":[]}
2020-03-30 13:21:09.144200 {"type":"join","timestamp":1585574469.1442354,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"manfredDiscord[m","nickname":"manfredDiscord[m","username":"disco7033","name":"@_discord_263655035743764480:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xkpiuqbjoiiuchil"},"content":null,"modes":[]}
2020-03-30 13:21:11.940600 {"type":"join","timestamp":1585574471.9406111,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"eddocsillDiscord","nickname":"eddocsillDiscord","username":"disco9371","name":"@_discord_536694443927928843:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ibhilyuppyuqexoj"},"content":null,"modes":[]}
2020-03-30 13:21:19.912800 {"type":"join","timestamp":1585574479.9128215,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"balupton[m]","nickname":"balupton[m]","username":"disco6261","name":"@_discord_105816512060751872:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xhivefoyvqudfqyv"},"content":null,"modes":[]}
2020-03-30 13:21:21.543100 {"type":"join","timestamp":1585574481.5430741,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"olizillaDiscord[","nickname":"olizillaDiscord[","username":"disco7108","name":"@_discord_565491610423394304:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kdduugehehlylviz"},"content":null,"modes":[]}
2020-03-30 13:21:30.230100 {"type":"join","timestamp":1585574490.2301428,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"FeNiXDiscord[m]","nickname":"FeNiXDiscord[m]","username":"disco8714","name":"@_discord_178926751580291072:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ascyxkbwfzyhasay"},"content":null,"modes":[]}
2020-03-30 13:21:31.020200 {"type":"join","timestamp":1585574491.0201638,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"AutoAIDiscord[m]","nickname":"AutoAIDiscord[m]","username":"disco8176","name":"@_discord_594807568346513408:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uasuttioneuqtgts"},"content":null,"modes":[]}
2020-03-30 13:21:31.665300 {"type":"join","timestamp":1585574491.6652803,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"robinzzzDiscord[","nickname":"robinzzzDiscord[","username":"disco7255","name":"@_discord_547479908335484932:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ysebfyfriqjjikgu"},"content":null,"modes":[]}
2020-03-30 13:21:36.338200 {"type":"join","timestamp":1585574496.3381763,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"M4eekDiscord[m]","nickname":"M4eekDiscord[m]","username":"disco7134","name":"@_discord_214733601521139712:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bcmalftttoubqlfm"},"content":null,"modes":[]}
2020-03-30 13:21:43.146100 {"type":"join","timestamp":1585574503.146063,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ksDiscord[m]","nickname":"ksDiscord[m]","username":"disco7247","name":"@_discord_570017276187901954:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pqfmkqmjyjcodemq"},"content":null,"modes":[]}
2020-03-30 13:21:46.148400 {"type":"join","timestamp":1585574506.1484299,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"carsonfarmerDisc","nickname":"carsonfarmerDisc","username":"disco6643","name":"@_discord_499071680841252884:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-izjvpokvvmkohxho"},"content":null,"modes":[]}
2020-03-30 13:21:47.369200 {"type":"join","timestamp":1585574507.3691807,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"andrewxhillDisco","nickname":"andrewxhillDisco","username":"disco7053","name":"@_discord_436877734866845716:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bmdpoojmykiyhtqq"},"content":null,"modes":[]}
2020-03-30 13:21:49.601000 {"type":"join","timestamp":1585574509.6010294,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"mhzDiscord[m]","nickname":"mhzDiscord[m]","username":"disco7158","name":"@_discord_577904775891517480:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jbyyinrfsmgkcaxa"},"content":null,"modes":[]}
2020-03-30 13:21:52.814200 {"type":"join","timestamp":1585574512.8141534,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sachaDiscord[m]","nickname":"sachaDiscord[m]","username":"disco7215","name":"@_discord_316862566473400331:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xsimknmvcykoegkx"},"content":null,"modes":[]}
2020-03-30 13:21:55.931700 {"type":"join","timestamp":1585574515.9316807,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RodolfoEDiscord[","nickname":"RodolfoEDiscord[","username":"disco7833","name":"@_discord_516797880275566592:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mfjlanxnwlmqabdl"},"content":null,"modes":[]}
2020-03-30 13:21:57.145000 {"type":"join","timestamp":1585574517.145029,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"braditzDiscord[4","nickname":"braditzDiscord[4","username":"disco7176","name":"@_discord_144264453343543297:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fwgwlxajkgtlhhdr"},"content":null,"modes":[]}
2020-03-30 13:21:58.943900 {"type":"join","timestamp":1585574518.9438567,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"boomshroomDiscor","nickname":"boomshroomDiscor","username":"disco7263","name":"@_discord_166723491129851905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ethwrtzxpwoobwrx"},"content":null,"modes":[]}
2020-03-30 13:22:11.939000 {"type":"join","timestamp":1585574531.939031,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"marcocastignoliD","nickname":"marcocastignoliD","username":"disco7193","name":"@_discord_512789302766469131:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nptlrpkehijihovo"},"content":null,"modes":[]}
2020-03-30 13:22:12.377100 {"type":"join","timestamp":1585574532.37712,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"NatoBoramDiscord","nickname":"NatoBoramDiscord","username":"disco6646","name":"@_discord_157311679288311808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hqarqrkagraibyhn"},"content":null,"modes":[]}
2020-03-30 13:22:13.536600 {"type":"join","timestamp":1585574533.5366426,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"reddDiscord[m]","nickname":"reddDiscord[m]","username":"disco9558","name":"@_discord_544486565150326785:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rwhdfdnpylbhahee"},"content":null,"modes":[]}
2020-03-30 13:32:18.120100 {"type":"join","timestamp":1585575138.120102,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[LewisCowles]","nickname":"[LewisCowles]","username":"~slackuser","name":null,"photo":null,"url":"http:\/\/Www.lewiscowles.co.uk","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-03-30 13:39:47.808800 {"type":"leave","timestamp":1585575587.8087804,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Guest2312","nickname":"Guest2312","username":"swedneckma","name":"@_discord_93451395352498176:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-umguxgbgnmayzsor"},"content":null,"modes":[]}
2020-03-30 14:26:57.582500 {"type":"join","timestamp":1585578417.5824993,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[schmarty]","nickname":"[schmarty]","username":"~slackuser","name":null,"photo":"https:\/\/martymcgui.re\/img\/logo.jpg","url":"http:\/\/martymcgui.re","tz":"America\/New_York","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-03-30 14:33:28.155900 {"type":"join","timestamp":1585578808.15586,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[KevinMarks]","nickname":"[KevinMarks]","username":"~slackuser","name":null,"photo":"http:\/\/www.kevinmarks.com\/km.jpg","url":"http:\/\/kevinmarks.com","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
