2026-06-01 04:52:33.569700 {"type":"join","timestamp":1780289553.5696871,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"Loqi","nickname":"Loqi","username":"~Loqi","name":"cinch","photo":null,"url":null,"tz":null,"host":"bb991477.public.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.439300 {"type":"join","timestamp":1780289642.4393306,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"csarven","nickname":"csarven","username":"~quassel","name":"https:\/\/csarven.ca\/#i","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.467800 {"type":"join","timestamp":1780289642.467817,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"Noisytoot","nickname":"Noisytoot","username":"~noisytoot","name":"Ron (they\/them)","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.450200 {"type":"join","timestamp":1780289642.4501863,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"rhiaro","nickname":"rhiaro","username":"~opendataservices.p","name":"rhiaro","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.454400 {"type":"join","timestamp":1780289642.454412,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ajordan","nickname":"ajordan","username":"~ajordan","name":"AJ Jordan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.461900 {"type":"join","timestamp":1780289642.4618683,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"plh","nickname":"plh","username":"plehegar","name":"Philippe Le Hegaret","photo":null,"url":null,"tz":null,"host":"881e5966.team.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.464300 {"type":"join","timestamp":1780289642.4642627,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"lanodan","nickname":"lanodan","username":"~lanodan","name":"lanodan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.471900 {"type":"join","timestamp":1780289642.4719427,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"Raito_Bezarius","nickname":"Raito_Bezarius","username":"~Raito","name":"Raito Bezarius","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.495200 {"type":"join","timestamp":1780289642.495208,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"duanin2","nickname":"duanin2","username":"~duanin2","name":"duanin2","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.498900 {"type":"join","timestamp":1780289642.498946,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"trwnh","nickname":"trwnh","username":"~a","name":null,"photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.506400 {"type":"join","timestamp":1780289642.506388,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ramsey","nickname":"ramsey","username":"~sid508214","name":"Ben Ramsey","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.494600 {"type":"join","timestamp":1780289642.494647,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"englishm","nickname":"englishm","username":"~sid6629","name":"Mike English","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:02.509700 {"type":"join","timestamp":1780289642.5096698,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ujeenator","nickname":"ujeenator","username":"~ujeenator","name":null,"photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:07.624800 {"type":"join","timestamp":1780289647.624755,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"bb010g","nickname":"bb010g","username":"~bb010g","name":"bb010g (she\/her) https:\/\/static.bb010g.com\/","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:54:16.408100 {"type":"join","timestamp":1780289656.4081314,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"capjamesg","nickname":"capjamesg","username":"~capjamesg","name":"capjamesg","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 04:57:28.072100 {"type":"join","timestamp":1780289848.072059,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"xkr47","nickname":"xkr47","username":"~xkr47","name":"Jonas Berlin \u00b7 http:\/\/xkr47.space\/","photo":null,"url":null,"tz":null,"host":"bb991477.public.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.533300 {"type":"join","timestamp":1780290001.5333018,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"capjamesg","nickname":"capjamesg","username":"~capjamesg","name":"capjamesg","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.540200 {"type":"join","timestamp":1780290001.5402336,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"raghavgururajan","nickname":"raghavgururajan","username":"~raghavgururajan","name":"Raghav Gururajan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.530400 {"type":"join","timestamp":1780290001.5304248,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"bb010g","nickname":"bb010g","username":"~bb010g","name":"bb010g (she\/her) https:\/\/static.bb010g.com\/","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.541700 {"type":"join","timestamp":1780290001.541746,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"csarven","nickname":"csarven","username":"~quassel","name":"https:\/\/csarven.ca\/#i","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.551200 {"type":"join","timestamp":1780290001.5511684,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"blainsmith","nickname":"blainsmith","username":"~blainsmith","name":"blainsmith","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.561700 {"type":"join","timestamp":1780290001.561722,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"plh","nickname":"plh","username":"plehegar","name":"Philippe Le Hegaret","photo":null,"url":null,"tz":null,"host":"881e5966.team.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.561300 {"type":"join","timestamp":1780290001.5613463,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"rhiaro","nickname":"rhiaro","username":"~opendataservices.p","name":"rhiaro","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.577500 {"type":"join","timestamp":1780290001.5774784,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"lanodan","nickname":"lanodan","username":"~lanodan","name":"lanodan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.568300 {"type":"join","timestamp":1780290001.5683029,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ajordan","nickname":"ajordan","username":"~ajordan","name":"AJ Jordan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.593800 {"type":"join","timestamp":1780290001.59383,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"Raito_Bezarius","nickname":"Raito_Bezarius","username":"~Raito","name":"Raito Bezarius","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.595400 {"type":"join","timestamp":1780290001.5954025,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"englishm","nickname":"englishm","username":"~sid6629","name":"Mike English","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.586000 {"type":"join","timestamp":1780290001.5859663,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"Noisytoot","nickname":"Noisytoot","username":"~noisytoot","name":"Ron (they\/them)","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.599000 {"type":"join","timestamp":1780290001.5990236,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"duanin2","nickname":"duanin2","username":"~duanin2","name":"duanin2","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.602400 {"type":"join","timestamp":1780290001.6023653,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"trwnh","nickname":"trwnh","username":"~a","name":null,"photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.610400 {"type":"join","timestamp":1780290001.6103613,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ujeenator","nickname":"ujeenator","username":"~ujeenator","name":null,"photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:00:01.618100 {"type":"join","timestamp":1780290001.618065,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ramsey","nickname":"ramsey","username":"~sid508214","name":"Ben Ramsey","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.033000 {"type":"join","timestamp":1780290149.0330155,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"capjamesg","nickname":"capjamesg","username":"~capjamesg","name":"capjamesg","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.036000 {"type":"join","timestamp":1780290149.0360425,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"bb010g","nickname":"bb010g","username":"~bb010g","name":"bb010g (she\/her) https:\/\/static.bb010g.com\/","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.039800 {"type":"join","timestamp":1780290149.039757,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"raghavgururajan","nickname":"raghavgururajan","username":"~raghavgururajan","name":"Raghav Gururajan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.046100 {"type":"join","timestamp":1780290149.0461228,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"blainsmith","nickname":"blainsmith","username":"~blainsmith","name":"blainsmith","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.052100 {"type":"join","timestamp":1780290149.0521019,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"csarven","nickname":"csarven","username":"~quassel","name":"https:\/\/csarven.ca\/#i","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.061700 {"type":"join","timestamp":1780290149.061691,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"rhiaro","nickname":"rhiaro","username":"~opendataservices.p","name":"rhiaro","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.068600 {"type":"join","timestamp":1780290149.0686162,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"plh","nickname":"plh","username":"plehegar","name":"Philippe Le Hegaret","photo":null,"url":null,"tz":null,"host":"881e5966.team.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.080600 {"type":"join","timestamp":1780290149.080587,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ajordan","nickname":"ajordan","username":"~ajordan","name":"AJ Jordan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.090300 {"type":"join","timestamp":1780290149.090295,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"lanodan","nickname":"lanodan","username":"~lanodan","name":"lanodan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.103900 {"type":"join","timestamp":1780290149.103876,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"Noisytoot","nickname":"Noisytoot","username":"~noisytoot","name":"Ron (they\/them)","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.110500 {"type":"join","timestamp":1780290149.1104522,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"trwnh","nickname":"trwnh","username":"~a","name":null,"photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.094200 {"type":"join","timestamp":1780290149.0942037,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"Raito_Bezarius","nickname":"Raito_Bezarius","username":"~Raito","name":"Raito Bezarius","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.111300 {"type":"join","timestamp":1780290149.1112556,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ujeenator","nickname":"ujeenator","username":"~ujeenator","name":null,"photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.114400 {"type":"join","timestamp":1780290149.1143572,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"englishm","nickname":"englishm","username":"~sid6629","name":"Mike English","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.104400 {"type":"join","timestamp":1780290149.1044126,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"duanin2","nickname":"duanin2","username":"~duanin2","name":"duanin2","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:02:29.115600 {"type":"join","timestamp":1780290149.1156127,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ramsey","nickname":"ramsey","username":"~sid508214","name":"Ben Ramsey","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.561400 {"type":"join","timestamp":1780293235.5613928,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"lanodan","nickname":"lanodan","username":"~lanodan","name":"lanodan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.557600 {"type":"join","timestamp":1780293235.557605,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"ajordan","nickname":"ajordan","username":"~ajordan","name":"AJ Jordan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.553600 {"type":"join","timestamp":1780293235.5535662,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"plh","nickname":"plh","username":"plehegar","name":"Philippe Le Hegaret","photo":null,"url":null,"tz":null,"host":"881e5966.team.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.550600 {"type":"join","timestamp":1780293235.5505614,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"rhiaro","nickname":"rhiaro","username":"~opendataservices.p","name":"rhiaro","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.547900 {"type":"join","timestamp":1780293235.547851,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"csarven","nickname":"csarven","username":"~quassel","name":"https:\/\/csarven.ca\/#i","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.568700 {"type":"join","timestamp":1780293235.568694,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"Noisytoot","nickname":"Noisytoot","username":"~noisytoot","name":"Ron (they\/them)","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.533400 {"type":"join","timestamp":1780293235.5333776,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"bb010g","nickname":"bb010g","username":"~bb010g","name":"bb010g (she\/her) https:\/\/static.bb010g.com\/","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.541400 {"type":"join","timestamp":1780293235.5413945,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"blainsmith","nickname":"blainsmith","username":"~blainsmith","name":"blainsmith","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.537500 {"type":"join","timestamp":1780293235.5374882,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"raghavgururajan","nickname":"raghavgururajan","username":"~raghavgururajan","name":"Raghav Gururajan","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.544600 {"type":"join","timestamp":1780293235.5446227,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"capjamesg","nickname":"capjamesg","username":"~capjamesg","name":"capjamesg","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.580500 {"type":"join","timestamp":1780293235.580454,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"Raito_Bezarius","nickname":"Raito_Bezarius","username":"~Raito","name":"Raito Bezarius","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.607700 {"type":"join","timestamp":1780293235.6077058,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"englishm","nickname":"englishm","username":"~sid6629","name":"Mike English","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
2026-06-01 05:53:55.612100 {"type":"join","timestamp":1780293235.6121244,"network":"irc","server":"w3c","channel":{"uid":"#social","name":"#social"},"author":{"uid":"duanin2","nickname":"duanin2","username":"~duanin2","name":"duanin2","photo":null,"url":null,"tz":null,"host":"d501036a.publics.cloak"},"content":null,"modes":[]}
